house,test_mean_W,test_n_days,persistence_rmse,persistence_r2,arima_rmse,arima_r2,lstm_rmse,lstm_r2,prophet_rmse,prophet_r2
1,372.59595488417153,127,23.404344262285736,0.9632504646973669,18.87945377085287,0.9760867972349416,45.900369312969644,0.8586514830341647,222.2811396072538,-2.3148518692044258
2,434.8389570553936,123,49.26212825515734,0.8731646154948202,48.68274838347678,0.8761305340120368,69.43596156457834,0.7480101797040355,137.30085057599342,0.014718010799760206
5,673.2457558989929,129,24.113878279497253,0.900579329084982,23.551313518361326,0.9051640872255959,45.45255372451496,0.6467687335401999,113.0595014957049,-1.1855296022738608
